operation, x, y, z, xtype, ytype, ztype, xunit, yunit, zunit
CUDA Device to Host, 1, 2513749, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 1.027000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 1, 30.663391, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 1, 1009874, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 2585050, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 0.985000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 1, 28.867310, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 1, 943130, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 2640445, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 1.030000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 1, 30.279785, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 1, 986886, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 2170922, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 0.987000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 1, 29.613464, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 1, 954278, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 2569619, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 1.029000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 1, 30.255066, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 1, 936731, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 2074006, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 0.997000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 1, 28.717468, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 1, 895309, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 1990854, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 1.029000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 1, 30.174988, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 1, 884578, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 1936561, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 0.986000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 1, 28.344299, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 1, 782617, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 1796014, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 1.087000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 1, 32.902771, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 1, 1786499, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 3752959, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 0.986000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 1, 29.193604, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 1, 781269, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 2347004, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 1.028000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 1, 29.795898, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 1, 819939, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 1849515, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 0.987000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 1, 28.642517, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 1, 735864, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 1936237, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 1.028000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 1, 29.849426, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 1, 945532, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 2063832, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 0.986000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 1, 28.815857, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 1, 762266, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 2245212, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 1.028000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 1, 29.866943, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 1, 748587, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 1844894, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 0.986000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 1, 28.806396, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 1, 684289, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 1800670, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 1.085000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 1, 29.966309, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 1, 898578, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 2296131, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 0.992000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 1, 28.739197, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 1, 775080, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 2248918, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 1.028000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 1, 29.768799, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 1, 838657, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 1902572, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 0.987000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 1, 28.417358, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 1, 739427, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 1939083, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 1.029000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 1, 29.944397, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 1, 779583, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 1853212, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 0.986000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 1, 28.582581, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 1, 791671, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 1943817, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 1.030000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 1, 29.830078, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 1, 789922, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 1890352, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 0.987000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 1, 28.414551, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 1, 662085, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 1736921, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 1.221000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 1, 55.997681, m, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 1, 62847932, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 128556057, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 1.209000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 1, 49.046204, m, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 1, 21788525, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 60380425, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 1.152000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 1, 46.561218, m, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 1, 55989746, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 126829979, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 1.202000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 1, 48.958557, m, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 1, 21900971, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 59987457, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 1.152000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 1, 46.092224, m, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 1, 56663709, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 127820598, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 1.212000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 1, 47.384338, m, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 1, 22140813, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 60579450, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 1.188000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 1, 46.961304, m, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 1, 56224459, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 127467683, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 1.231000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 1, 48.934265, m, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 1, 22007047, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 60399972, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 1.154000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 1, 47.171814, m, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 1, 56315642, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 127516630, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 1.240000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 1, 49.494690, m, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 1, 21864343, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 60704012, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 1.187000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 1, 47.617920, m, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 1, 55521903, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 128070327, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 1.239000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 1, 49.055420, m, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 1, 22011492, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 61088711, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 1.152000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 1, 46.394470, m, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 1, 55708730, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 128466043, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 1.216000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 1, 48.379333, m, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 1, 21789934, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 62171381, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 1.156000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 1, 47.108704, m, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 1, 55721221, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 128570629, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 1.221000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 1, 48.635559, m, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 1, 22047334, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 61581895, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 1.174000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 1, 47.762695, m, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 1, 56076857, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 129433806, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 1.191000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 1, 48.301331, m, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 1, 21929447, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 61423449, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 1.140000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 1, 46.440796, m, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 1, 58121810, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 131202615, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 1.266000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 1, 50.535278, m, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 1, 21443440, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 61261407, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 1.114000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 1, 45.287537, m, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 1, 57626703, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 130300163, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 1.225000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 1, 49.687927, m, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 1, 21877219, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 62004001, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 1.115000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 1, 45.044067, m, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 1, 57784661, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 130381600, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 1.197000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 1, 48.424377, m, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 1, 21818079, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 61632356, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 1.118000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 1, 45.341736, m, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 1, 57092020, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 129708186, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 1.199000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 1, 48.472656, m, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 1, 22293994, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 62361553, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 1.109000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 1, 45.233276, m, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 1, 57087568, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 129846875, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 1.197000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 1, 47.906921, m, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 1, 22098438, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 62326827, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 1.123000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 1, 45.245789, m, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 1, 56930232, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 129593703, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 1.185000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 1, 47.795715, m, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 1, 22036849, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 62238296, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 1.132000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 1, 45.617493, m, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 1, 56675410, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 129078734, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 1.186000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 1, 48.039917, m, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 1, 22145265, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 62530360, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 1.129000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 1, 46.735718, m, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 1, 56119124, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 127561299, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 1.211000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 1, 48.258057, m, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 1, 22053857, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 61025047, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 1.141000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 1, 46.624695, m, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 1, 56484920, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 128462147, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 1.186000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 1, 48.861267, m, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 1, 22410181, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 61218116, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 1.147000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 1, 47.434021, m, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 1, 57485125, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 129208895, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 1.226000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 1, 49.877563, m, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 1, 21934866, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 1, 61102002, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 1.112000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 1, 46.508423, m, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 1, 57805493, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 1, 129399853, m, N, L2 Cache Misses, Memory Allocator, , , 
